"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"11-Apr",NA,0.3515625,0.226627906976744,0.1934375,0.240416666666667,0.19625,0.132631578947368,0.209,0.118421052631579,0.132631578947368,0.19484375,0.209,0.221418021798683,0.233522286821706,0.3515625,0.066807254144104,7
"12-Apr",NA,0.3409375,0.247888888888889,0.22421686746988,0.245416666666667,0.192234042553191,0.133125,0.199574468085106,0.162395833333333,0.133125,0.195904255319149,0.22421686746988,0.226199061951962,0.246652777777778,0.3409375,0.0639451271713547,7
"13-Apr",NA,0.347708333333333,0.251145833333333,0.293623188405797,0.230208333333333,0.190416666666667,0.131086956521739,0.191702127659574,0.146875,0.131086956521739,0.191059397163121,0.230208333333333,0.233698777036254,0.272384510869565,0.347708333333333,0.0719628866406563,7
"14-Apr",NA,0.376354166666667,0.194631578947368,0.291263157894737,0.234583333333333,0.200416666666667,0.1215625,0.220416666666667,0.122708333333333,0.1215625,0.197524122807017,0.220416666666667,0.234175438596491,0.262923245614035,0.376354166666667,0.0806725005303936,7
"15-Apr",NA,0.385104166666667,0.130786516853933,0.318780487804878,0.2221875,0.211595744680851,0.134375,0.188210526315789,0.106354166666667,0.130786516853933,0.161292763157894,0.211595744680851,0.227291420331731,0.270483993902439,0.385104166666667,0.0940048672936483,7
"16-Apr",NA,0.351521739130435,0.119178082191781,0.285326086956522,0.2278125,0.210416666666667,0.149714285714286,0.193194444444444,0.102395833333333,0.119178082191781,0.171454365079365,0.210416666666667,0.219594829300591,0.256569293478261,0.351521739130435,0.0791000108973083,7
"17-Apr",NA,0.371294117647059,0.129012345679012,0.349479166666667,0.23,0.195473684210526,0.131612903225806,0.197560975609756,0.0922916666666667,0.129012345679012,0.163543293718166,0.197560975609756,0.229204741862689,0.289739583333333,0.371294117647059,0.0969172807284497,7
"18-Apr",NA,0.348690476190476,0.136145833333333,0.318571428571429,0.236190476190476,0.206666666666667,0.0988524590163934,0.208636363636364,0.0862105263157895,0.0988524590163934,0.17140625,0.208636363636364,0.221964814800734,0.277380952380953,0.348690476190476,0.0899331522062623,7
"19-Apr",NA,0.393958333333333,0.140843373493976,0.294642857142857,0.246666666666667,0.218,0.125232558139535,0.261428571428571,0.109042553191489,0.125232558139535,0.179421686746988,0.246666666666667,0.240110337172134,0.278035714285714,0.393958333333333,0.0919058897538089,7
"20-Apr",NA,0.356195652173913,0.171551724137931,0.300416666666667,0.241216216216216,0.211157894736842,0.156,0.22051724137931,0.096,0.156,0.191354809437386,0.22051724137931,0.236722199330126,0.270816441441442,0.356195652173913,0.0707465970023409,7
"21-Apr",NA,0.357916666666667,0.191111111111111,0.318229166666667,0.23134328358209,0.2240625,0.188730158730159,0.213818181818182,0.0928125,0.188730158730159,0.202464646464647,0.2240625,0.246458724082125,0.274786225124379,0.357916666666667,0.0655302567611285,7
"22-Apr",NA,0.34554347826087,0.311388888888889,0.313789473684211,0.234588235294118,0.23041095890411,0.166458333333333,0.231481481481481,0.111875,0.166458333333333,0.230946220192796,0.234588235294118,0.261951549978145,0.31258918128655,0.34554347826087,0.0631265536599785,7
"23-Apr",NA,0.392291666666667,0.403854166666667,0.354479166666667,0.276875,0.235591397849462,0.2,0.223473684210526,0.119583333333333,0.2,0.229532541029994,0.276875,0.29808072600857,0.373385416666667,0.403854166666667,0.0844444044392037,7
"24-Apr",NA,0.436210526315789,0.3575,0.332395833333333,0.267395833333333,0.261428571428571,0.194791666666667,0.219895833333333,0.133789473684211,0.194791666666667,0.240662202380952,0.267395833333333,0.295659752058718,0.344947916666666,0.436210526315789,0.0844723238083045,7
"25-Apr",NA,0.471145833333333,0.3478125,0.2878125,0.290561797752809,0.149756097560976,0.203372093023256,0.211354166666667,0.1490625,0.149756097560976,0.207363129844962,0.2878125,0.280259284048149,0.319187148876405,0.471145833333333,0.107125270572706,7
"26-Apr",NA,0.469166666666667,0.291263157894737,0.346808510638298,0.333472222222222,0.18,0.219506172839506,0.216105263157895,0.182604166666667,0.18,0.2178057179987,0.291263157894737,0.293760284774189,0.34014036643026,0.469166666666667,0.0997080443158993,7
"27-Apr",NA,0.402258064516129,0.294791666666667,0.317916666666667,0.301625,0.182,0.246037735849057,0.227205882352941,0.164270833333333,0.182,0.236621809100999,0.294791666666667,0.28169071657878,0.309770833333333,0.402258064516129,0.0714093674581756,7
"28-Apr",NA,0.381139240506329,0.2515625,0.382708333333333,0.276774193548387,0.193541666666667,0.464736842105263,0.240983606557377,0.232395833333333,0.193541666666667,0.246273053278689,0.276774193548387,0.313063768959622,0.381923786919831,0.464736842105263,0.0975275844792868,7
"29-Apr",NA,0.36825,0.258020833333333,0.3490625,0.305104166666667,0.213894736842105,0.841702127659574,0.187446808510638,0.1940625,0.187446808510638,0.235957785087719,0.305104166666667,0.360497310430331,0.35865625,0.841702127659574,0.222395126873077,7
"30-Apr",NA,0.39,0.244375,0.328020833333333,0.356770833333333,0.220729166666667,0.838947368421053,0.222553191489362,0.182291666666667,0.220729166666667,0.233464095744681,0.328020833333333,0.371628056177678,0.373385416666666,0.838947368421053,0.216808027724348,7
"01-May",NA,0.363780487804878,0.21047619047619,0.301354166666667,0.327708333333333,0.206315789473684,0.666736842105263,0.282947368421053,0.221702127659574,0.206315789473684,0.246711779448621,0.301354166666667,0.337045596897295,0.345744410569105,0.666736842105263,0.156422957477723,7
"02-May",NA,0.367764705882353,0.192647058823529,0.305578947368421,0.313684210526316,0.250105263157895,0.963139534883721,0.261914893617021,0.129895833333333,0.192647058823529,0.256010078387458,0.305578947368421,0.379262087751322,0.340724458204335,0.963139534883721,0.263328611102074,7
"03-May",NA,0.3721875,0.1875,0.278229166666667,0.299166666666667,0.2684375,0.6040625,0.227157894736842,0.132083333333333,0.1875,0.247797697368421,0.278229166666667,0.319534461152882,0.335677083333334,0.6040625,0.138098364815722,7
"04-May",NA,0.357142857142857,0.177837837837838,0.262916666666667,0.318854166666667,0.307604166666667,0.402795698924731,0.227578947368421,0.14078431372549,0.177837837837838,0.245247807017544,0.307604166666667,0.293532905896264,0.337998511904762,0.402795698924731,0.0769159476178891,7
