"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"14-Dec",NA,NA,0.2864583,0.584878,0.2092708,0.8441489,0.3758065,0.6607447,0.0865625,0.2092708,0.30879535,0.48034225,0.4935512,0.641778025,0.8441489,0.243630715435653,6
"15-Dec",NA,NA,0.2198958,0.3605556,0.1935417,0.9926042,0.3525,0.6123958,0.0163829787234043,0.1935417,0.25304685,0.3565278,0.45524885,0.54943575,0.9926042,0.302275293183295,6
"16-Dec",NA,NA,0.2198958,0.3507292,0.1765625,0.9691398,0.3464894,0.6054167,0.0194623655913978,0.1765625,0.2515442,0.3486093,0.444705566666667,0.541744825,0.9691398,0.297246511079909,6
"17-Dec",NA,NA,0.1467708,0.3169792,0.18125,0.6662353,0.3404211,0.591875,0.0214736842105263,0.1467708,0.2151823,0.32870015,0.3739219,0.529011525,0.6662353,0.21261963013039,6
"18-Dec",NA,NA,0.1384375,0.3096875,0.17875,1.356786,0.3078125,0.5955208,0.0455789473684211,0.1384375,0.211015625,0.30875,0.481165716666667,0.524062475,1.356786,0.457856304614299,6
"19-Dec",NA,NA,0.1270833,0.2816667,0.1798958,1.006222,0.3177895,0.5926316,0.036421052631579,0.1270833,0.205338525,0.2997281,0.41754815,0.523921075,1.006222,0.330591936195575,6
"20-Dec",NA,NA,0.1344792,0.2753125,0.174,0.6443038,0.3582292,0.5925806,0.0312765957446808,0.1344792,0.199328125,0.31677085,0.363150883333333,0.53399275,0.6443038,0.21330426972644,6
"21-Dec",NA,NA,0.1028125,0.27125,0.1639583,0.7972727,0.3679167,0.5993684,0.0257446808510638,0.1028125,0.190781225,0.31958335,0.3837631,0.541505475,0.7972727,0.267444772051435,6
"22-Dec",NA,NA,0.09260417,0.2525,0.1653125,0.211875,0.2832292,0.600625,0.00968085106382979,0.09260417,0.176953125,0.2321875,0.267690978333333,0.2755469,0.600625,0.176391287570524,6
"23-Dec",NA,NA,0.08473684,0.2496875,0.1580208,0.1959574,0.2557292,0.5951042,0.00979166666666667,0.08473684,0.16750495,0.22282245,0.256539323333333,0.254218775,0.5951042,0.177519543515168,6
