"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"13-Mar",NA,NA,2.173333,1.508333,2.888125,0.8286316,2.716596,3.176737,7.275625,0.8286316,1.674583,2.4449645,2.2152926,2.84524275,3.176737,0.900307179202521,6
"14-Mar",NA,NA,2.495217,1.472396,2.731146,0.9730208,2.860208,3.264479,7.9678947368421,0.9730208,1.72810125,2.6131815,2.29941113333333,2.8279425,3.264479,0.884742831852842,6
"15-Mar",NA,NA,2.689375,1.496563,4.761444,1.049792,2.868842,3.758315,8.37568421052632,1.049792,1.794766,2.7791085,2.77072183333333,3.53594675,4.761444,1.38127767707459,6
"16-Mar",NA,NA,2.865937,1.483958,3.233646,0.9212903,2.803895,3.317033,8.52,0.9212903,1.81394225,2.834916,2.43762655,3.14171875,3.317033,0.993314090753541,6
"17-Mar",NA,NA,2.788542,1.482083,2.315208,0.9777083,2.449263,3.017634,9.54489583333333,0.9777083,1.69036425,2.3822355,2.17173971666667,2.70372225,3.017634,0.786755607192781,6
"18-Mar",NA,NA,3.275625,1.579687,2.110833,1.219368,2.916596,3.099457,9.09787234042553,1.219368,1.7124735,2.5137145,2.36692766666667,3.05374175,3.275625,0.856351665915275,6
"19-Mar",NA,NA,3.547204,1.546458,2.151458,0.9683158,3.25957,3.630132,8.891875,0.9683158,1.697708,2.705514,2.51718963333333,3.4752955,3.630132,1.12479230074115,6
"20-Mar",NA,NA,4.087368,1.635312,2.614105,0.8937895,3.406211,2.66234,8.69135416666667,0.8937895,1.88001025,2.6382225,2.54985425,3.22024325,4.087368,1.15698008632525,6
"21-Mar",NA,NA,4.123579,1.864896,2.966105,1.009895,3.287789,2.474687,8.66242105263158,1.009895,2.01734375,2.720396,2.6211585,3.207368,4.123579,1.09637663290162,6
"22-Mar",NA,NA,4.049158,1.981042,2.819896,1.239684,3.516354,3.223043,8.71270833333333,1.239684,2.1907555,3.0214695,2.80486283333333,3.44302625,4.049158,1.03518658566239,6
"23-Mar",NA,NA,4.174062,2.370842,2.908021,1.228854,3.696667,3.104176,8.89329787234043,1.228854,2.50513675,3.0060985,2.91377033333333,3.54854425,4.174062,1.03646166103232,6
"24-Mar",NA,NA,4.386947,2.477187,2.749158,1.169687,3.771146,2.688681,9.00212765957447,1.169687,2.5300605,2.7189195,2.873801,3.515649,4.386947,1.11408719121817,6
"25-Mar",NA,NA,4.592708,2.606667,2.664167,1.399895,3.875053,2.424918,9.07652631578947,1.399895,2.47035525,2.635417,2.92723466666667,3.5723315,4.592708,1.133950416393,6
"26-Mar",NA,NA,4.647812,2.714316,2.766667,1.072316,4.012903,NA,9.07242105263158,1.072316,2.714316,2.766667,3.0428028,4.012903,4.647812,1.37696420767887,5
"27-Mar",NA,NA,4.670833,2.896882,2.798298,1.391702,4.374444,NA,8.8718085106383,1.391702,2.798298,2.896882,3.2264318,4.374444,4.670833,1.32875523501328,5
"28-Mar",NA,NA,4.894063,2.718842,2.480521,1.460521,4.28617,NA,9.05615384615385,1.460521,2.480521,2.718842,3.1680234,4.28617,4.894063,1.39816419332434,5
"29-Mar",NA,NA,4.863579,6.077821,2.500208,1.502083,5.310845,2.695,NA,1.502083,2.548906,3.7792895,3.82492266666667,5.1990285,6.077821,1.83245744057412,6
"30-Mar",NA,NA,4.841398,2.729524,2.678437,1.528229,4.726944,2.373229,2.95395348837209,1.528229,2.449531,2.7039805,3.1462935,4.227589,4.841398,1.34016291823894,6
"31-Mar",NA,NA,4.554316,NA,2.654583,1.243646,4.331563,2.371354,2.94231578947368,1.243646,2.371354,2.654583,3.0310924,4.331563,4.554316,1.39493840676365,5
"01-Apr",NA,NA,4.318202,4.11,2.661667,1.412211,4.461875,2.488646,2.90039215686275,1.412211,2.53190125,3.3858335,3.24210016666667,4.2661515,4.461875,1.23710841278805,6
"02-Apr",NA,NA,4.483053,13.897,2.695521,1.480319,4.716737,2.578542,NA,1.480319,2.60778675,3.589287,4.97519533333333,4.658316,13.897,4.54010189638984,6
"03-Apr",NA,NA,4.084167,2.116146,2.636275,1.798632,4.707604,2.590208,NA,1.798632,2.2346615,2.6132415,2.98883866666667,3.722194,4.707604,1.15024261581315,6
"04-Apr",NA,NA,3.923125,2.120571,2.829286,1.407143,4.482604,2.862396,2.81765957446809,1.407143,2.29774975,2.845841,2.93752083333333,3.65794275,4.482604,1.13009021126093,6
"05-Apr",NA,NA,3.863158,1.865909,2.84625,1.381042,4.716526,2.731667,2.84074468085106,1.381042,2.0823485,2.7889585,2.90075866666667,3.608931,4.716526,1.23573777571322,6
"06-Apr",NA,NA,3.536735,1.589063,2.628642,1.651579,4.300625,2.782917,2.88526315789474,1.589063,1.89584475,2.7057795,2.74826016666667,3.3482805,4.300625,1.05768486733931,6
"07-Apr",NA,NA,3.83625,1.425729,2.141979,1.744211,4.511099,2.856771,2.78515789473684,1.425729,1.843653,2.499375,2.75267316666667,3.59138025,4.511099,1.21883228150758,6
"08-Apr",NA,NA,3.84125,1.692526,2.056458,2.005532,2.412421,3.125104,3.14436170212766,1.692526,2.0182635,2.2344395,2.52221516666667,2.94693325,3.84125,0.810883215048978,6
"09-Apr",NA,NA,3.711809,1.403579,2.11,1.744526,2.366719,3.16875,3.04208333333333,1.403579,1.8358945,2.2383595,2.41756383333333,2.96824225,3.711809,0.87380513667646,6
"10-Apr",NA,NA,4.181304,1.292083,2.118958,1.765104,2.471522,2.908,3.0765625,1.292083,1.8535675,2.29524,2.45616183333333,2.7988805,4.181304,1.01260614685364,6
"11-Apr",NA,NA,4.910444,1.598617,1.909896,1.887917,NA,2.953182,3.51083333333333,1.598617,1.887917,1.909896,2.6520112,2.953182,4.910444,1.36339986981322,5
"12-Apr",NA,NA,5.835319,1.592396,2.011042,1.028404,NA,2.841667,3.43094736842105,1.028404,1.592396,2.011042,2.6617656,2.841667,5.835319,1.89332170785429,5
"13-Apr",NA,NA,3.292022,1.472396,2.000625,1.347292,9.612609,2.814167,3.48416666666667,1.347292,1.60445325,2.407396,3.42318516666667,3.17255825,9.612609,3.12524119172389,6
"14-Apr",NA,NA,2.475158,1.47,1.891563,1.472128,2.038,2.495789,3.70242105263158,1.47,1.57698675,1.9647815,1.973773,2.3658685,2.495789,0.456115370419371,6
"15-Apr",NA,NA,2.590543,1.874583,1.910104,1.522188,1.830729,2.469271,3.51355555555556,1.522188,1.8416925,1.8923435,2.032903,2.32947925,2.590543,0.410664913360272,6
"16-Apr",NA,NA,2.203516,1.872812,1.920313,2.104167,2.274947,2.1,NA,1.872812,1.96523475,2.1020835,2.0792925,2.17867875,2.274947,0.15663229611386,6
"17-Apr",NA,NA,1.677812,1.812083,1.827234,1.833542,2.7125,1.792083,NA,1.677812,1.797083,1.8196585,1.94254233333333,1.831965,2.7125,0.381510600347968,6
"18-Apr",NA,NA,1.650909,1.873125,1.976489,1.758125,2.488,1.971875,3.45416666666667,1.650909,1.786875,1.9225,1.95308716666667,1.9753355,2.488,0.290774210234963,6
"19-Apr",NA,NA,1.769362,2.156429,1.755208,2.067292,2.1425,2.453438,3.66378947368421,1.755208,1.8438445,2.104896,2.0573715,2.15294675,2.453438,0.263923697830831,6
"20-Apr",NA,NA,1.671875,2.272813,1.554842,1.657188,2.380632,2.625053,3.62244680851064,1.554842,1.66085975,1.972344,2.02706716666667,2.35367725,2.625053,0.453641894905405,6
"21-Apr",NA,NA,2.303034,2.639479,1.214375,1.968723,2.381146,2.24,3.45031578947368,1.214375,2.03654225,2.271517,2.1244595,2.361618,2.639479,0.495757835727384,6
