"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"01-Nov",NA,9.53416666666667,9.76052083333333,8.88510416666667,9.57802083333333,10.4382978723404,NA,10.9816666666667,10.4382105263158,8.88510416666667,9.54513020833333,9.66927083333333,9.86296283983452,10.2688536125886,10.9816666666667,0.740068844330287,6
"02-Nov",NA,10.2698958333333,9.58747368421053,9.25210526315789,9.58208333333333,9.4203125,NA,10.8844210526316,9.89968421052632,9.25210526315789,9.46075520833333,9.58477850877193,9.83271527777777,10.0992902960526,10.8844210526316,0.620863225840258,6
"03-Nov",NA,11.2816666666667,9.8209375,9.62322916666667,9.10416666666667,10.643125,NA,10.7941666666667,9.7796875,9.10416666666667,9.67265625,10.23203125,10.2112152777778,10.75640625,11.2816666666667,0.824117169337174,6
"04-Nov",NA,10.1516666666667,11.0091666666667,9.43260416666667,9.98239583333333,10.3094791666667,NA,10.846875,10.0022916666667,9.43260416666667,10.0247135416667,10.2305729166667,10.2886979166667,10.7125260416667,11.0091666666667,0.579061961271268,6
"05-Nov",NA,11.0904166666667,10.9275,9.345,11.0133333333333,11.0088541666667,NA,10.1803636363636,9.6740625,9.345,10.3671477272727,10.9681770833333,10.5942446338384,11.0122135416667,11.0904166666667,0.698096248842188,6
"06-Nov",NA,11.3294791666667,11.7519791666667,9.17074468085106,10.9840625,10.7721052631579,NA,NA,9.524,9.17074468085106,10.7721052631579,10.9840625,10.8016741554685,11.3294791666667,11.7519791666667,0.98434350240956,5
"07-Nov",NA,10.7495833333333,11.866875,9.33364583333333,11.5872916666667,9.47095238095238,NA,NA,10.3115625,9.33364583333333,9.47095238095238,10.7495833333333,10.6016696428571,11.5872916666667,11.866875,1.17052122335313,5
"08-Nov",NA,11.0347916666667,11.842,9.2278125,11.4153125,NA,NA,NA,11.0551578947368,9.2278125,10.583046875,11.2250520833334,10.8799791666667,11.521984375,11.842,1.1497372839256,4
"09-Nov",NA,10.6577083333333,11.2679166666667,8.96967391304348,10.5702083333333,NA,NA,NA,10.663125,8.96967391304348,10.1700747282608,10.6139583333333,10.3663768115942,10.8102604166667,11.2679166666667,0.981491117622811,4
"10-Nov",NA,11.0191666666667,11.310625,8.95666666666667,9.78447916666667,NA,NA,NA,11.2389583333333,8.95666666666667,9.57752604166667,10.4018229166667,10.267734375,11.09203125,11.310625,1.09616079673377,4
