"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"01-Nov",NA,7.17483333333333,5.86221875,4.50059375,3.7598125,3.52956382978723,NA,4.31210416666667,4.75816842105263,3.52956382978723,3.89788541666667,4.40634895833334,4.85652105496454,5.5218125,7.17483333333333,1.39804569313746,6
"02-Nov",NA,5.43055208333333,5.74506315789474,5.37363157894737,3.95898958333333,5.13846875,NA,4.63205263157895,5.63849473684211,3.95898958333333,4.75865666118421,5.25605016447368,5.04645963084795,5.41632195723684,5.74506315789474,0.648907593879643,6
"03-Nov",NA,4.08295833333333,4.05142708333333,5.11061458333333,4.41185416666667,4.40566666666667,NA,4.79458333333333,6.7286875,4.05142708333333,4.16363541666666,4.40876041666667,4.47618402777778,4.69890104166667,5.11061458333333,0.411833992155707,6
"04-Nov",NA,3.9951875,2.78284375,5.2585625,3.85755208333333,3.74269791666667,NA,4.55971875,6.48214583333333,2.78284375,3.77141145833333,3.92636979166666,4.03276041666667,4.4185859375,5.2585625,0.831722723535606,6
"05-Nov",NA,4.97803125,2.35566666666667,5.10495833333333,2.73533333333333,3.31116666666667,NA,3.881,6.79680208333333,2.35566666666667,2.87929166666667,3.59608333333333,3.72769270833333,4.7037734375,5.10495833333333,1.14231665730745,6
"06-Nov",NA,5.14403125,1.93473958333333,4.98203191489362,2.82279166666667,3.31965263157895,NA,NA,5.00053684210526,1.93473958333333,2.82279166666667,3.31965263157895,3.64064940929451,4.98203191489362,5.14403125,1.39117958384974,5
"07-Nov",NA,6.12828125,1.37407291666667,5.09215625,1.69580208333333,3.00564285714286,NA,NA,3.89855208333333,1.37407291666667,1.69580208333333,3.00564285714286,3.45919107142857,5.09215625,6.12828125,2.08887422318269,5
"08-Nov",NA,5.28421875,1.41832631578947,5.38894791666667,1.97341666666667,NA,NA,NA,2.53458947368421,1.41832631578947,1.83464407894737,3.62881770833333,3.5162274122807,5.31040104166667,5.38894791666667,2.11457871810907,4
"09-Nov",NA,4.75264583333333,2.06092708333333,5.76513043478261,3.56444791666667,NA,NA,NA,1.42125,2.06092708333333,3.18856770833334,4.158546875,4.03578781702898,5.00576698369565,5.76513043478261,1.59444321779164,4
"10-Nov",NA,3.45855208333333,2.21622916666667,5.97189583333333,3.86229166666667,NA,NA,NA,2.26008333333333,2.21622916666667,3.14797135416666,3.660421875,3.8772421875,4.38969270833334,5.97189583333333,1.56227004417514,4
