"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"01-Nov",NA,89.7197916666667,96.946875,94.0104166666667,97.1604166666667,102.296808510638,NA,98.25625,93.0852631578947,89.7197916666667,94.74453125,97.0536458333333,96.3984264184397,97.9822916666667,102.296808510638,4.22919844587432,6
"02-Nov",NA,84.0333333333333,96.181052631579,96.6989473684211,97.3114583333333,108.55,NA,99.2747368421053,95.8715789473684,84.0333333333333,96.3105263157895,97.0052028508772,97.008254751462,98.7839172149123,108.55,7.84307690989159,6
"03-Nov",NA,81.275,88.896875,96.16875,99.1572916666667,101.833333333333,NA,99.9083333333333,98.8510416666667,81.275,90.71484375,97.6630208333333,94.5399305555555,99.7205729166667,101.833333333333,7.92198217017866,6
"04-Nov",NA,82.8177083333333,84.975,96.35,95.55625,97.95625,NA,99.2875,97.640625,82.8177083333333,87.6203125,95.953125,92.8237847222222,97.5546875,99.2875,7.06749406813103,6
"05-Nov",NA,84.3020833333333,86.478125,95.35625,92.53125,94.2947916666667,NA,96.4727272727273,98.2625,84.3020833333333,87.99140625,93.4130208333333,91.5725378787879,95.0908854166667,96.4727272727273,5.00940475519286,6
"06-Nov",NA,84.540625,85.7916666666667,94.2468085106383,92.646875,95.6052631578947,NA,NA,95.0105263157895,84.540625,85.7916666666667,92.646875,90.5662476670399,94.2468085106383,95.6052631578947,5.05895166002391,5
"07-Nov",NA,87.7979166666667,84.01875,95.08125,89.303125,94.1095238095238,NA,NA,89.8583333333333,84.01875,87.7979166666667,89.303125,90.0621130952381,94.1095238095238,95.08125,4.57706660033509,5
"08-Nov",NA,85.6354166666667,82.7884210526316,96.0541666666667,90.51875,NA,NA,NA,85.4221052631579,82.7884210526316,84.9236677631579,88.0770833333333,88.7491885964913,91.9026041666667,96.0541666666667,5.82295393276832,4
"09-Nov",NA,84.7572916666667,84.7677083333333,97.2097826086956,95.65625,NA,NA,NA,82.9010416666667,84.7572916666667,84.7651041666666,90.2119791666667,90.5977581521739,96.0446331521739,97.2097826086956,6.76776026089036,4
"10-Nov",NA,81.6291666666667,84.8635416666667,98.1229166666667,97.35625,NA,NA,NA,83.1139583333333,81.6291666666667,84.0549479166667,91.1098958333334,90.49296875,97.5479166666667,98.1229166666667,8.4769918286052,4
"11-Nov",NA,75.5614583333333,80.9947916666667,98.8385416666667,95.2270833333333,NA,NA,NA,83.753125,75.5614583333333,79.6364583333334,88.1109375,87.65546875,96.1299479166666,98.8385416666667,11.1507873328137,4
"12-Nov",NA,79.7125,83.01875,98.03125,95.8458333333333,NA,NA,NA,87.5768421052632,79.7125,82.1921875,89.4322916666667,89.1520833333333,96.3921875,98.03125,9.13545111167964,4
"13-Nov",NA,68.0428571428571,85.9270833333333,98.721875,97.36875,NA,NA,NA,93.2677083333333,68.0428571428571,81.4560267857142,91.6479166666666,87.5151413690476,97.70703125,98.721875,14.1936166760208,4
"14-Nov",NA,NA,85.0979166666667,100.804166666667,95.884375,NA,NA,NA,95.8252631578947,85.0979166666667,90.4911458333333,95.884375,93.9288194444446,98.3442708333335,100.804166666667,8.03366170645585,3
"15-Nov",NA,NA,84.3114583333333,101.308333333333,92.0572916666667,NA,NA,NA,92.5563829787234,84.3114583333333,88.184375,92.0572916666667,92.5590277777777,96.6828124999998,101.308333333333,8.50953842962697,3
"16-Nov",NA,NA,83.5177083333333,93.5802083333333,91.5677083333333,NA,NA,NA,90.9364583333333,83.5177083333333,87.5427083333333,91.5677083333333,89.5552083333333,92.5739583333333,93.5802083333333,5.32457451351749,3
"17-Nov",NA,NA,80.5063829787234,82.184375,89.0885416666667,NA,NA,NA,82.0836842105263,80.5063829787234,81.3453789893617,82.184375,83.92643321513,85.6364583333334,89.0885416666667,4.54856428501749,3
"18-Nov",NA,NA,79.35,82.1979166666667,86.7135416666667,NA,NA,NA,81.771875,79.35,80.7739583333334,82.1979166666667,82.7538194444445,84.4557291666667,86.7135416666667,3.71311289795233,3
"19-Nov",NA,NA,79.4895833333333,85.590625,89.5177083333333,NA,NA,NA,79.7389361702128,79.4895833333333,82.5401041666667,85.590625,84.8659722222222,87.5541666666666,89.5177083333333,5.05318355001697,3
"20-Nov",NA,NA,78.8947916666667,91.171875,89.5625,NA,NA,NA,82.7771578947368,78.8947916666667,84.2286458333334,89.5625,86.5430555555556,90.3671875,91.171875,6.67229176207226,3
"21-Nov",NA,NA,82.4104166666667,93.971875,91.7770833333333,NA,NA,NA,85.4708333333333,82.4104166666667,87.09375,91.7770833333333,89.3864583333333,92.8744791666666,93.971875,6.1402887241822,3
"22-Nov",NA,NA,84.2989583333333,92.5083333333333,96.9760416666667,NA,NA,NA,83.2125,84.2989583333333,88.4036458333333,92.5083333333333,91.2611111111111,94.7421875,96.9760416666667,6.42991313423234,3
"23-Nov",NA,NA,81.8979166666667,NA,98.259375,NA,NA,NA,81.8857894736842,81.8979166666667,85.98828125,90.0786458333334,90.0786458333334,94.1690104166667,98.259375,11.5692981376011,2
"24-Nov",NA,NA,80.0777777777778,NA,97.5458333333333,NA,NA,NA,80.8079166666667,80.0777777777778,84.4447916666667,88.8118055555556,88.8118055555556,93.1788194444444,97.5458333333333,12.3517805374766,2
"25-Nov",NA,NA,NA,NA,92.8302083333333,NA,NA,NA,81.8050526315789,92.8302083333333,92.8302083333333,92.8302083333333,92.8302083333333,92.8302083333333,92.8302083333333,NA,1
"26-Nov",NA,NA,NA,NA,94.0645833333333,NA,NA,NA,83.0875,94.0645833333333,94.0645833333333,94.0645833333333,94.0645833333333,94.0645833333333,94.0645833333333,NA,1
"27-Nov",NA,NA,NA,NA,93.9729166666667,NA,NA,NA,82.9378947368421,93.9729166666667,93.9729166666667,93.9729166666667,93.9729166666667,93.9729166666667,93.9729166666667,NA,1
"28-Nov",NA,NA,NA,NA,87.8172413793103,NA,NA,NA,88.415625,87.8172413793103,87.8172413793103,87.8172413793103,87.8172413793103,87.8172413793103,87.8172413793103,NA,1
"29-Nov",NA,NA,NA,NA,NA,NA,NA,NA,91.1176470588235,NA,NA,NA,NA,NA,NA,NA,0
"30-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"01-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"02-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"03-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"04-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"05-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"06-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"07-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"08-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"09-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"11-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"12-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"13-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"14-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"15-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"16-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"17-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"18-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"19-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"21-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"22-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"23-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"25-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"26-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27-Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
